Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
2020-07-19,DE,13519,4468,3443.0,3564.0,190.0,,,,650.0,1204.0,3564.0,8751.0,1204,523.0,326.0,134.0,34.0,1.0,,,,6.0,22.0,34.0,467.0,22.0
2020-07-19,FL,350047,72327,48659.0,86224.0,,,,,13390.0,129447.0,86224.0,111819.0,152004,5091.0,2345.0,981.0,1286.0,,,,,174.0,305.0,1286.0,3276.0,529.0
2020-07-19,GA,143123,32811,36585.0,19562.0,1761.0,79.0,145.0,,4055.0,48125.0,19562.0,63450.0,60111,3173.0,1428.0,1463.0,181.0,49.0,4.0,7.0,,12.0,29.0,181.0,2945.0,47.0
2020-07-19,GU,319,35,,,125.0,,126.0,,19.0,14.0,,,,5.0,,,,,,,,,5.0,,,5.0
2020-07-19,HI,1381,221,10.0,,382.0,,405.0,,32.0,331.0,,,,24.0,,,,,,,,,24.0,,,
2020-07-19,IA,38721,25557,3097.0,,1936.0,387.0,387.0,,387.0,6970.0,8131.0,24395.0,6195,793.0,626.0,39.0,,23.0,7.0,15.0,,0.0,79.0,55.0,642.0,95.0
2020-07-19,ID,14873,7099,191.0,,128.0,115.0,45.0,514.0,1709.0,5069.0,2675.0,5151.0,7046,119.0,109.0,1.0,,2.0,1.0,,,1.0,0.0,9.0,105.0,5.0
2020-07-19,IL,162750,36127,27157.0,50397.0,4436.0,229.0,392.0,,6015.0,37997.0,50397.0,74356.0,37997,7488.0,3251.0,2012.0,1510.0,347.0,10.0,9.0,,50.0,299.0,1510.0,5679.0,106.0
2020-07-19,IN,56571,26104,6564.0,,761.0,,,,9651.0,13491.0,6300.0,19160.0,31111,2822.0,1704.0,373.0,,14.0,,,,350.0,381.0,52.0,1380.0,1197.0
2020-07-19,KS,21965,14176,1644.0,,856.0,149.0,,,1088.0,4052.0,7620.0,9492.0,4853,299.0,207.0,64.0,,9.0,2.0,,,9.0,8.0,37.0,249.0,13.0
2020-07-19,KY,23161,11769,1945.0,,469.0,72.0,38.0,904.0,,7964.0,2312.0,12779.0,8070,670.0,508.0,91.0,,8.0,0.0,,14.0,,49.0,25.0,571.0,74.0
2020-07-19,LA,91706,,,,,,,,,91706.0,,,91706,3543.0,1468.0,1671.0,,23.0,4.0,5.0,,16.0,273.0,72.0,311.0,3160.0
2020-07-19,MA,113534,34921,10663.0,22198.0,2390.0,,,,6035.0,37327.0,22198.0,54009.0,37327,8431.0,6337.0,691.0,582.0,217.0,,,,545.0,59.0,582.0,7790.0,59.0
2020-07-19,MD,78131,16383,22887.0,20321.0,1510.0,,,,3707.0,13323.0,20321.0,44487.0,13323,3377.0,1441.0,1370.0,382.0,130.0,,,,37.0,17.0,382.0,2978.0,17.0
2020-07-19,ME,3687,2214,839.0,,93.0,7.0,2.0,25.0,114.0,393.0,148.0,2907.0,632,114.0,104.0,2.0,,,,,,0.0,8.0,0.0,97.0,17.0
2020-07-19,MI,81868,33338,22293.0,,1671.0,318.0,,5428.0,4886.0,13934.0,6549.0,53214.0,22104,6366.0,3306.0,2516.0,,80.0,19.0,,105.0,121.0,219.0,127.0,5283.0,954.0
2020-07-19,MN,46204,20351,9345.0,,3074.0,378.0,97.0,776.0,5293.0,6890.0,9392.0,29092.0,7720,1581.0,1234.0,151.0,,67.0,30.0,3.0,22.0,18.0,56.0,64.0,1455.0,62.0
2020-07-19,MO,33094,14985,7705.0,,,,,994.0,1923.0,7487.0,3541.0,20518.0,9031,1129.0,666.0,383.0,,,,,11.0,33.0,45.0,33.0,959.0,135.0
2020-07-19,MP,37,,,,,,,,,37.0,,,,2.0,,,,,,,,,2.0,,,
2020-07-19,MS,42638,12016,19084.0,1742.0,133.0,1154.0,,,2936.0,5573.0,1742.0,27490.0,13406,1355.0,555.0,670.0,23.0,0.0,76.0,,,13.0,18.0,23.0,1223.0,109.0
2020-07-19,MT,2533,1458,13.0,,5.0,275.0,,,32.0,750.0,121.0,1629.0,783,37.0,17.0,,,,10.0,,,,10.0,,,
2020-07-19,NC,99778,37950,16174.0,,1237.0,804.0,205.0,,11259.0,32149.0,27836.0,36805.0,35137,1634.0,910.0,517.0,,25.0,24.0,3.0,,99.0,56.0,157.0,1362.0,115.0
2020-07-19,ND,5019,,,,,,,,,5019.0,,,,82.0,,,,,,,,,82.0,,,
2020-07-19,NE,22583,13200,1400.0,,1300.0,250.0,33.0,,1600.0,4800.0,9300.0,7900.0,5383,301.0,231.0,22.0,,17.0,7.0,0.0,,11.0,13.0,71.0,196.0,34.0
2020-07-19,NH,6203,3945,320.0,632.0,163.0,,,,248.0,895.0,632.0,4676.0,895,398.0,372.0,9.0,11.0,4.0,,,,1.0,1.0,11.0,386.0,1.0
2020-07-19,NJ,176783,38404,18190.0,32532.0,5407.0,,,,12179.0,70071.0,32532.0,74180.0,70071,15706.0,7291.0,2467.0,2721.0,741.0,,,,241.0,2245.0,2721.0,10740.0,2245.0
2020-07-19,NM,16971,2216,307.0,6269.0,118.0,6983.0,,,,1078.0,6269.0,9624.0,1078,571.0,98.0,4.0,59.0,1.0,236.0,,,,173.0,59.0,339.0,173.0
2020-07-19,NV,35765,6454,1814.0,7130.0,1583.0,107.0,,,3473.0,15204.0,7130.0,13431.0,15204,647.0,275.0,69.0,91.0,82.0,4.0,,,11.0,115.0,91.0,441.0,115.0
2020-07-19,NY,406807,,,,,,,,,406807.0,,,,28091.0,8597.0,6345.0,6637.0,1702.0,,,,1798.0,3012.0,6637.0,18442.0,3012.0
2020-07-19,OH,74932,35500,19678.0,,2076.0,90.0,141.0,2305.0,5264.0,9878.0,5104.0,51842.0,17986,3174.0,2413.0,614.0,,35.0,1.0,1.0,40.0,22.0,48.0,69.0,3020.0,85.0
2020-07-19,OK,25265,14214,1875.0,,1528.0,1809.0,,,1016.0,4823.0,5356.0,14932.0,4977,451.0,339.0,30.0,,10.0,37.0,,,11.0,24.0,19.0,390.0,42.0
2020-07-19,OR,14579,5710,561.0,,454.0,299.0,360.0,329.0,4457.0,2409.0,5206.0,6855.0,2518,260.0,188.0,6.0,,10.0,3.0,6.0,2.0,20.0,25.0,31.0,199.0,30.0
2020-07-19,PA,101027,32200,13700.0,,1400.0,,,,942.0,52785.0,8000.0,22600.0,70400,7015.0,5018.0,1484.0,,151.0,,,,339.0,23.0,418.0,6574.0,23.0
2020-07-19,PR,12063,,,,,,,,,12063.0,,,,178.0,,,,,,,,,178.0,,,
2020-07-19,RI,17793,4878,1629.0,6072.0,,,,,487.0,4727.0,6072.0,6994.0,4727,990.0,656.0,51.0,85.0,,,,,13.0,185.0,85.0,720.0,185.0
2020-07-19,SC,69986,22463,16472.0,,499.0,,,,4492.0,26058.0,6051.0,29705.0,34228,1155.0,512.0,439.0,,10.0,,,,31.0,161.0,40.0,836.0,267.0
2020-07-19,SD,7906,2958,993.0,1149.0,714.0,1301.0,,,791.0,0.0,1149.0,6757.0,0,118.0,,,,,,,,,118.0,,,
2020-07-19,TN,78115,32383,15317.0,,788.0,92.0,60.0,,11268.0,18207.0,15326.0,39505.0,23284,843.0,468.0,304.0,,14.0,0.0,2.0,,51.0,4.0,80.0,758.0,5.0
2020-07-19,TX,325030,6998,3249.0,11458.0,661.0,,,,147.0,302517.0,11458.0,11055.0,302517,3958.0,325.0,95.0,221.0,16.0,,,,2.0,3299.0,221.0,438.0,3299.0
2020-07-19,UT,34117,13086,848.0,13518.0,757.0,744.0,1317.0,,4205.0,3875.0,13518.0,16724.0,3875,243.0,121.0,5.0,58.0,13.0,21.0,13.0,,19.0,12.0,58.0,173.0,12.0
2020-07-19,VA,77430,17184,12527.0,24429.0,2402.0,92.0,,276.0,1792.0,18728.0,24429.0,34273.0,18728,2027.0,1094.0,477.0,223.0,117.0,2.0,,0.0,26.0,88.0,223.0,1716.0,88.0
2020-07-19,VI,297,,,,,,,,,297.0,,,,6.0,,,,,,,,,6.0,,,
2020-07-19,VT,1350,1110,150.0,,53.0,2.0,,,29.0,6.0,50.0,1295.0,5,56.0,53.0,,,2.0,,,,1.0,0.0,0.0,56.0,0.0
2020-07-19,WA,46946,11384,1696.0,13678.0,1682.0,497.0,920.0,675.0,743.0,15671.0,13678.0,17597.0,15671,1447.0,933.0,48.0,193.0,118.0,32.0,14.0,17.0,32.0,60.0,193.0,1194.0,60.0
2020-07-19,WI,45948,27497,7231.0,,1509.0,424.0,,,4548.0,4739.0,11773.0,28516.0,5659,851.0,595.0,198.0,,23.0,10.0,,,11.0,14.0,99.0,742.0,10.0
2020-07-19,WV,5042,3956,365.0,,,,,,721.0,0.0,,,,100.0,58.0,3.0,,,,,,,39.0,,,
2020-07-19,WY,2126,1007,20.0,278.0,10.0,355.0,8.0,,89.0,477.0,278.0,1489.0,477,24.0,11.0,0.0,2.0,0.0,10.0,,,0.0,1.0,2.0,21.0,1.0
2020-07-15,AK,1631,672,39.0,,65.0,204.0,53.0,43.0,36.0,519.0,99.0,921.0,611,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2020-07-15,AL,59067,19231,18335.0,,232.0,,,,3417.0,17855.0,4960.0,31843.0,22262,1211.0,593.0,516.0,,4.0,,,,23.0,75.0,35.0,1019.0,156.0
2020-07-15,AR,30297,14673,6444.0,,425.0,78.0,1832.0,,4138.0,2707.0,7323.0,22974.0,0,335.0,188.0,87.0,,6.0,0.0,29.0,,23.0,2.0,33.0,300.0,2.0
2020-07-15,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,AZ,131354,21232,2882.0,30361.0,968.0,8322.0,,,2508.0,65081.0,30361.0,35912.0,65081,2434.0,970.0,69.0,601.0,27.0,353.0,,,48.0,366.0,601.0,1467.0,366.0
2020-07-15,CA,347634,39528,9697.0,122179.0,13167.0,482.0,1348.0,1621.0,35554.0,124058.0,122179.0,101397.0,124058,7227.0,2190.0,621.0,3091.0,949.0,25.0,34.0,41.0,87.0,189.0,3091.0,3947.0,189.0
2020-07-15,CO,38155,11869,1784.0,12957.0,807.0,189.0,119.0,365.0,273.0,9787.0,12957.0,15406.0,9787,1601.0,998.0,108.0,348.0,53.0,8.0,5.0,19.0,7.0,51.0,348.0,1198.0,51.0
2020-07-15,CT,47636,17043,6273.0,9047.0,689.0,44.0,,139.0,291.0,14110.0,9047.0,24479.0,14110,4380.0,3211.0,646.0,376.0,48.0,2.0,,31.0,21.0,45.0,376.0,3959.0,45.0
2020-07-15,DC,11026,2253,5431.0,,170.0,27.0,29.0,,2840.0,276.0,3069.0,6575.0,1382,571.0,60.0,424.0,74.0,8.0,,,,5.0,0.0,74.0,497.0,0.0
2020-07-15,DE,13050,4241,3333.0,3498.0,187.0,,,,623.0,1168.0,3498.0,8384.0,1168,521.0,325.0,134.0,33.0,1.0,,,,6.0,22.0,33.0,466.0,22.0
2020-07-15,FL,301810,63104,42761.0,76269.0,,,,,10782.0,108894.0,76269.0,97951.0,127590,4626.0,2135.0,908.0,1164.0,,,,,154.0,265.0,1164.0,3015.0,447.0
2020-07-15,GA,127834,29953,33489.0,18261.0,1648.0,66.0,123.0,,3657.0,40637.0,18261.0,58243.0,51330,3091.0,1401.0,1436.0,171.0,49.0,4.0,6.0,,12.0,12.0,171.0,2893.0,27.0
2020-07-15,GU,314,34,,,125.0,,123.0,,19.0,13.0,,,,5.0,,,,,,,,,5.0,,,5.0
2020-07-15,HI,1292,205,10.0,,340.0,,346.0,,26.0,365.0,,,,22.0,,,,,,,,,22.0,,,
2020-07-15,IA,37048,23973,3269.0,,2179.0,363.0,363.0,,363.0,6538.0,7991.0,22520.0,5811,772.0,609.0,38.0,,23.0,7.0,15.0,,0.0,77.0,54.0,625.0,92.0
2020-07-15,ID,12445,6057,165.0,,111.0,101.0,43.0,442.0,1371.0,4151.0,2327.0,4497.0,5620,110.0,101.0,1.0,,2.0,1.0,,,1.0,0.0,8.0,98.0,4.0
2020-07-15,IL,157825,34463,26330.0,49483.0,4373.0,228.0,390.0,,5827.0,36731.0,49483.0,71611.0,36731,7427.0,3219.0,1998.0,1491.0,346.0,10.0,8.0,,52.0,303.0,1491.0,5633.0,102.0
2020-07-15,IN,53370,24730,6311.0,,748.0,,,,9259.0,12322.0,5971.0,17907.0,29492,2785.0,1682.0,371.0,,13.0,,,,344.0,375.0,51.0,1367.0,1174.0
2020-07-15,KS,20933,13490,1585.0,,837.0,143.0,,,1017.0,3861.0,7351.0,9010.0,4572,299.0,207.0,64.0,,9.0,2.0,,,9.0,8.0,37.0,249.0,13.0
2020-07-15,KY,20677,10968,1853.0,,465.0,71.0,38.0,836.0,,6446.0,2213.0,11771.0,6693,645.0,488.0,91.0,,8.0,0.0,,14.0,,44.0,23.0,551.0,71.0
2020-07-15,LA,84131,,,,,,,,,84131.0,,,84131,3461.0,1468.0,1671.0,,23.0,4.0,5.0,,16.0,273.0,72.0,311.0,275.0
2020-07-15,MA,112347,34409,10550.0,21915.0,2349.0,,,,5913.0,37211.0,21915.0,53221.0,37211,8368.0,6284.0,686.0,576.0,215.0,,,,545.0,62.0,576.0,7730.0,62.0
2020-07-15,MD,75016,15394,21784.0,19822.0,1458.0,,,,3583.0,12975.0,19822.0,42219.0,12975,3341.0,1431.0,1354.0,376.0,130.0,,,,36.0,14.0,376.0,2951.0,14.0
2020-07-15,ME,3578,2154,826.0,,87.0,6.0,2.0,20.0,110.0,373.0,141.0,2831.0,606,114.0,104.0,2.0,,,,,,0.0,8.0,0.0,97.0,17.0
2020-07-15,MI,78913,31894,21844.0,,1647.0,308.0,,5277.0,4702.0,13241.0,6313.0,51293.0,21306,6330.0,3290.0,2500.0,,80.0,19.0,,104.0,121.0,216.0,126.0,5253.0,949.0
2020-07-15,MN,43742,18907,8896.0,,2980.0,350.0,94.0,733.0,5177.0,6605.0,9097.0,27337.0,7308,1558.0,1215.0,149.0,,65.0,29.0,3.0,22.0,17.0,18.0,62.0,1430.0,26.0
2020-07-15,MO,29714,13398,7541.0,,,,,855.0,1913.0,6007.0,4474.0,25209.0,32,1102.0,643.0,380.0,,,,,9.0,28.0,39.0,27.0,941.0,132.0
2020-07-15,MP,36,,,,,,,,,36.0,,,,2.0,,,,,,,,,2.0,,,
2020-07-15,MS,38567,10810,17937.0,1693.0,124.0,1128.0,,,2531.0,4344.0,1693.0,25806.0,11068,1290.0,534.0,641.0,22.0,0.0,74.0,,,11.0,8.0,22.0,1175.0,93.0
2020-07-15,MT,2096,1201,12.0,,5.0,204.0,,,26.0,648.0,109.0,1312.0,675,34.0,17.0,,,,10.0,,,,7.0,,,
2020-07-15,NC,91266,34499,14760.0,,1168.0,698.0,193.0,,10358.0,29590.0,26155.0,33312.0,31799,1568.0,873.0,496.0,,22.0,23.0,3.0,,96.0,55.0,151.0,1309.0,108.0
2020-07-15,ND,4565,,,,,,,,,4565.0,,,,81.0,,,,,,,,,81.0,,,
2020-07-15,NE,21979,12500,1300.0,,1200.0,245.0,33.0,,1600.0,5101.0,9100.0,7400.0,5479,291.0,220.0,22.0,,16.0,7.0,0.0,,10.0,16.0,67.0,187.0,37.0
2020-07-15,NH,6113,3822,314.0,611.0,162.0,,,,259.0,945.0,611.0,4557.0,945,394.0,326.0,8.0,11.0,3.0,,,,10.0,36.0,11.0,347.0,36.0
2020-07-15,NJ,176278,37910,18019.0,32155.0,5353.0,,,,12159.0,70682.0,32155.0,73441.0,70682,15634.0,7249.0,2451.0,2700.0,738.0,,,,238.0,2258.0,2700.0,10676.0,2258.0
2020-07-15,NM,15841,2030,291.0,5585.0,109.0,6789.0,,,,1037.0,5585.0,9219.0,1037,557.0,98.0,4.0,59.0,1.0,236.0,,,,159.0,59.0,339.0,159.0
2020-07-15,NV,30468,4675,1299.0,6662.0,1187.0,97.0,,,1508.0,15040.0,6662.0,8766.0,15040,618.0,270.0,68.0,89.0,82.0,4.0,,,11.0,94.0,89.0,435.0,94.0
2020-07-15,NY,404006,,,,,,,,,404006.0,,,,28024.0,8569.0,6324.0,6629.0,1694.0,,,,1804.0,3004.0,6629.0,18391.0,3004.0
2020-07-15,OH,69311,32910,18416.0,,1986.0,83.0,133.0,2210.0,4920.0,8653.0,4864.0,48261.0,16186,3075.0,2349.0,592.0,,33.0,1.0,1.0,37.0,20.0,42.0,66.0,2941.0,68.0
2020-07-15,OK,22813,12722,1700.0,,1473.0,1595.0,,,905.0,4418.0,4768.0,13437.0,4608,432.0,325.0,30.0,,8.0,35.0,,,11.0,23.0,17.0,374.0,41.0
2020-07-15,OR,13081,5447,543.0,,438.0,283.0,350.0,321.0,4209.0,1490.0,4923.0,6544.0,1614,247.0,184.0,6.0,,9.0,3.0,6.0,2.0,19.0,18.0,30.0,195.0,22.0
2020-07-15,PA,97665,30800,13200.0,,1400.0,,,,879.0,51386.0,7800.0,21500.0,68300,6957.0,4693.0,1426.0,,150.0,,,,310.0,378.0,387.0,6192.0,378.0
2020-07-15,PR,10379,,,,,,,,,10379.0,,,,171.0,,,,,,,,,171.0,,,
2020-07-15,RI,17640,4878,1629.0,6072.0,,,,,487.0,4574.0,6072.0,6994.0,4574,987.0,656.0,51.0,85.0,,,,,13.0,182.0,85.0,720.0,182.0
2020-07-15,SC,62245,20446,14994.0,,454.0,,,,4089.0,22260.0,5512.0,27063.0,29668,998.0,457.0,410.0,,9.0,,,,28.0,101.0,36.0,772.0,188.0
2020-07-15,SD,7652,2815,987.0,1130.0,716.0,1236.0,,,768.0,0.0,1130.0,6522.0,0,111.0,,,,,,,,,111.0,,,
2020-07-15,TN,69061,29104,14151.0,,741.0,91.0,57.0,,10575.0,14342.0,14622.0,36013.0,18426,783.0,434.0,280.0,,13.0,0.0,1.0,,50.0,5.0,74.0,696.0,13.0
2020-07-15,TX,282365,6522,2989.0,10534.0,651.0,,,,135.0,261534.0,10534.0,10297.0,261534,3432.0,315.0,94.0,211.0,14.0,,,,1.0,2797.0,211.0,424.0,2797.0
2020-07-15,UT,30891,11652,775.0,12519.0,684.0,701.0,1206.0,,3860.0,3377.0,12519.0,14995.0,3377,233.0,118.0,5.0,54.0,11.0,21.0,13.0,,19.0,11.0,54.0,168.0,11.0
2020-07-15,VA,73527,16073,11411.0,23832.0,2311.0,87.0,,256.0,1731.0,17826.0,23832.0,31869.0,17826,1992.0,1071.0,465.0,220.0,115.0,2.0,,0.0,24.0,95.0,220.0,1677.0,95.0
2020-07-15,VI,249,,,,,,,,,249.0,,,,6.0,,,,,,,,,6.0,,,
2020-07-15,VT,1318,1086,146.0,,53.0,2.0,,0.0,25.0,6.0,48.0,1269.0,1,56.0,53.0,,,2.0,,,,1.0,0.0,0.0,56.0,0.0
2020-07-15,WA,43046,10956,1649.0,13279.0,1640.0,483.0,886.0,660.0,725.0,12768.0,13279.0,16999.0,12768,1421.0,921.0,48.0,184.0,115.0,30.0,14.0,16.0,31.0,62.0,184.0,1175.0,62.0
2020-07-15,WI,42197,24961,6752.0,,1447.0,384.0,,,4261.0,4392.0,11163.0,25899.0,5135,834.0,582.0,197.0,,23.0,10.0,,,10.0,12.0,98.0,724.0,12.0
2020-07-15,WV,4557,3606,324.0,,,,,,627.0,0.0,,,,98.0,58.0,3.0,,,,,,,37.0,,,
2020-07-15,WY,1985,929,20.0,255.0,9.0,346.0,6.0,,78.0,453.0,255.0,1388.0,453,22.0,9.0,0.0,2.0,0.0,9.0,,,0.0,2.0,2.0,19.0,2.0
2020-07-12,AK,1479,633,35.0,,63.0,177.0,39.0,43.0,30.0,459.0,87.0,848.0,544,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2020-07-12,AL,53587,18094,17650.0,,216.0,,,,3063.0,14562.0,4846.0,30427.0,18318,1121.0,543.0,479.0,,4.0,,,,19.0,69.0,34.0,937.0,143.0
2020-07-12,AR,28367,13542,6042.0,,395.0,74.0,1743.0,,4040.0,2531.0,6851.0,21516.0,0,321.0,171.0,78.0,,3.0,0.0,27.0,,20.0,22.0,28.0,271.0,22.0
2020-07-12,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,AZ,122467,19895,2709.0,28514.0,913.0,7783.0,,,2342.0,60311.0,28514.0,33642.0,60311,2237.0,907.0,64.0,540.0,24.0,344.0,,,42.0,316.0,540.0,1381.0,316.0
2020-07-12,CA,320804,36481,9021.0,112854.0,12473.0,446.0,1243.0,1531.0,32060.0,114695.0,112854.0,93255.0,114695,7017.0,2140.0,613.0,3020.0,933.0,25.0,33.0,40.0,84.0,129.0,3020.0,3868.0,129.0
2020-07-12,CO,36913,11400,1736.0,12604.0,783.0,183.0,118.0,345.0,264.0,9475.0,12604.0,14829.0,9475,1586.0,981.0,107.0,343.0,53.0,8.0,5.0,19.0,7.0,58.0,343.0,1180.0,58.0
2020-07-12,CT,47287,16610,6189.0,8973.0,684.0,45.0,,139.0,264.0,14383.0,8973.0,23931.0,14383,4348.0,3184.0,646.0,376.0,47.0,2.0,,27.0,16.0,50.0,376.0,3922.0,50.0
2020-07-12,DC,10847,2218,5354.0,,169.0,27.0,29.0,,2781.0,269.0,3037.0,6464.0,1346,568.0,60.0,421.0,74.0,8.0,,,,5.0,0.0,74.0,494.0,0.0
2020-07-12,DE,12804,4135,3266.0,3447.0,182.0,,,,614.0,1160.0,3447.0,8197.0,1160,517.0,324.0,132.0,32.0,1.0,,,,6.0,22.0,32.0,463.0,22.0
2020-07-12,FL,269811,56326,38335.0,69473.0,,,,,9396.0,96281.0,69473.0,87656.0,112682,4346.0,1993.0,864.0,1102.0,,,,,142.0,245.0,1102.0,2825.0,419.0
2020-07-12,GA,116926,27669,30945.0,17179.0,1542.0,67.0,108.0,,3243.0,36173.0,17179.0,54002.0,45745,3001.0,1365.0,1391.0,162.0,48.0,4.0,6.0,,12.0,13.0,162.0,2814.0,25.0
2020-07-12,GU,312,34,,,124.0,,122.0,,19.0,13.0,,,,5.0,,,,,,,,,5.0,,,5.0
2020-07-12,HI,1220,205,10.0,,340.0,,346.0,,26.0,293.0,,,,19.0,,,,,,,,,19.0,,,
2020-07-12,IA,35712,22632,3182.0,,2121.0,353.0,353.0,,353.0,6718.0,7779.0,21571.0,6011,750.0,599.0,36.0,,24.0,5.0,12.0,,3.0,71.0,51.0,612.0,86.0
2020-07-12,ID,10902,5355,150.0,,95.0,95.0,36.0,398.0,1195.0,3574.0,2091.0,3996.0,4814,102.0,96.0,1.0,,2.0,1.0,,,1.0,0.0,8.0,93.0,1.0
2020-07-12,IL,155048,33468,25828.0,48999.0,4317.0,226.0,385.0,,5719.0,36106.0,48999.0,69943.0,36106,7388.0,3199.0,1990.0,1482.0,343.0,10.0,8.0,,52.0,304.0,1482.0,5602.0,103.0
2020-07-12,IN,51612,23494,6099.0,,738.0,,,,8989.0,12292.0,5805.0,17255.0,28552,2760.0,1662.0,370.0,,13.0,,,,337.0,378.0,51.0,1357.0,1159.0
2020-07-12,KS,18611,11964,1474.0,,817.0,122.0,,,846.0,3388.0,6892.0,7913.0,3806,284.0,198.0,61.0,,9.0,2.0,,,8.0,6.0,36.0,238.0,10.0
2020-07-12,KY,19389,9876,1801.0,,461.0,67.0,35.0,786.0,,6363.0,2101.0,11109.0,6179,625.0,475.0,88.0,,8.0,,,12.0,,42.0,22.0,535.0,68.0
2020-07-12,LA,78122,,,,,,,,,78122.0,,,78122,3416.0,1468.0,1671.0,,23.0,4.0,5.0,,16.0,228.0,65.0,2966.0,385.0
2020-07-12,MA,111597,34076,10493.0,21803.0,2334.0,,,,5839.0,37052.0,21803.0,52742.0,37052,8325.0,6240.0,684.0,575.0,215.0,,,,542.0,69.0,575.0,7681.0,69.0
2020-07-12,MD,73109,14797,21160.0,19452.0,1426.0,,,,3498.0,12776.0,19452.0,40881.0,12776,3319.0,1424.0,1344.0,369.0,129.0,,,,35.0,18.0,369.0,2932.0,18.0
2020-07-12,ME,3539,2127,816.0,,84.0,6.0,2.0,22.0,104.0,378.0,138.0,2794.0,607,114.0,95.0,2.0,,,,,,0.0,17.0,0.0,89.0,25.0
2020-07-12,MI,76776,30909,21485.0,,1630.0,296.0,,5168.0,4565.0,12723.0,6142.0,49904.0,20729,6314.0,3274.0,2496.0,,80.0,19.0,,102.0,121.0,222.0,126.0,5240.0,947.0
2020-07-12,MN,42281,17997,8665.0,,2933.0,345.0,94.0,690.0,5075.0,6482.0,8939.0,26162.0,7180,1540.0,1210.0,147.0,,62.0,27.0,3.0,22.0,15.0,16.0,60.0,1418.0,24.0
2020-07-12,MO,27433,12322,6995.0,,,,,779.0,1763.0,5568.0,4180.0,23213.0,38,1069.0,625.0,369.0,,,,,8.0,28.0,36.0,27.0,915.0,126.0
2020-07-12,MP,33,,,,,,,,,33.0,,,,2.0,,,,,,,,,2.0,,,
2020-07-12,MS,35419,9752,16759.0,1636.0,111.0,1105.0,,,1906.0,4150.0,1636.0,24095.0,9688,1230.0,505.0,615.0,21.0,0.0,73.0,,,10.0,6.0,21.0,1124.0,85.0
2020-07-12,MT,1758,1057,7.0,,2.0,187.0,,,23.0,482.0,99.0,1148.0,511,29.0,14.0,,,,8.0,,,,7.0,,,
2020-07-12,NC,85701,32417,13921.0,,1131.0,652.0,186.0,,9860.0,27534.0,24999.0,31244.0,29458,1503.0,836.0,473.0,,22.0,21.0,3.0,,92.0,56.0,140.0,1259.0,104.0
2020-07-12,ND,4334,,,,,,,,,4334.0,,,,87.0,,,,,,,,,87.0,,,
2020-07-12,NE,21172,12100,1300.0,,1200.0,243.0,32.0,,1600.0,4697.0,9000.0,7000.0,5172,285.0,219.0,22.0,,17.0,7.0,0.0,,8.0,12.0,67.0,183.0,35.0
2020-07-12,NH,6054,3740,309.0,587.0,153.0,,,,260.0,1005.0,587.0,4462.0,1005,391.0,304.0,7.0,11.0,3.0,,,,10.0,56.0,11.0,324.0,56.0
2020-07-12,NJ,175298,37558,17880.0,31946.0,5238.0,,,,12107.0,70569.0,31946.0,72783.0,70569,15541.0,7223.0,2441.0,2687.0,736.0,,,,236.0,2218.0,2687.0,10636.0,2218.0
2020-07-12,NM,15028,1911,284.0,5202.0,105.0,6661.0,,,,865.0,5202.0,8961.0,865,545.0,98.0,4.0,59.0,1.0,236.0,,,,147.0,59.0,339.0,147.0
2020-07-12,NV,27683,4480,1261.0,6129.0,1164.0,87.0,,,1500.0,13062.0,6129.0,8492.0,13062,593.0,257.0,65.0,86.0,78.0,4.0,,,11.0,92.0,86.0,415.0,92.0
2020-07-12,NY,401706,,,,,,,,,401706.0,,,,27011.0,8536.0,6312.0,6658.0,1687.0,,,,1802.0,2016.0,6658.0,18337.0,2016.0
2020-07-12,OH,65592,31118,17437.0,,1904.0,78.0,125.0,2154.0,4657.0,8119.0,4702.0,45474.0,15416,3058.0,2341.0,585.0,,33.0,1.0,1.0,36.0,19.0,42.0,65.0,2928.0,65.0
2020-07-12,OK,20235,11379,1530.0,,1408.0,1429.0,,,797.0,3692.0,4189.0,12343.0,3703,422.0,317.0,30.0,,8.0,34.0,,,11.0,22.0,17.0,365.0,40.0
2020-07-12,OR,11454,4760,485.0,,394.0,262.0,327.0,296.0,3580.0,1350.0,4208.0,5791.0,1455,232.0,171.0,6.0,,9.0,3.0,6.0,2.0,18.0,17.0,28.0,182.0,22.0
